Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-01-03 00:00:00-05:00,337.0126321170958,339.7820519802337,335.9068706673779,337.2517395019531,14537900,0.0,0.0
2022-01-04 00:00:00-05:00,338.6563579542208,341.7843931111758,330.60708876287896,335.2493591308594,15998000,0.0,0.0
2022-01-05 00:00:00-05:00,331.75269883310733,334.48229257915074,322.6076401401483,322.9364013671875,20564500,0.0,0.0
2022-01-06 00:00:00-05:00,321.5915544116577,337.8793425232194,321.4919288694033,331.1948547363281,27962800,0.0,0.0
2022-01-07 00:00:00-05:00,331.47380199043704,335.7176009775485,327.62850518914615,330.5274353027344,14722000,0.0,0.0
2022-01-10 00:00:00-05:00,324.0720872075354,327.09055585593944,314.22967895687293,326.82159423828125,24942400,0.0,0.0
2022-01-11 00:00:00-05:00,325.5364517591072,333.3565850070779,324.04215994362664,333.0975646972656,16226800,0.0,0.0
2022-01-12 00:00:00-05:00,333.9044978914395,335.0899718945722,328.7741017946386,331.9918212890625,14104900,0.0,0.0
2022-01-13 00:00:00-05:00,333.7052635964639,334.3527839781241,324.520348566295,325.23760986328125,14797100,0.0,0.0
2022-01-14 00:00:00-05:00,320.5654802370274,331.4638519803939,319.987670323686,330.6369934082031,16868500,0.0,0.0
2022-01-18 00:00:00-05:00,322.05975528700424,322.97623727865846,316.43126197270504,316.9393005371094,22645600,0.0,0.0
2022-01-19 00:00:00-05:00,318.3638686571998,325.85527178298685,318.1148199979957,318.37384033203125,20814700,0.0,0.0
2022-01-20 00:00:00-05:00,322.66744230850446,326.5725387283157,314.77759767465767,315.3553771972656,16925000,0.0,0.0
2022-01-21 00:00:00-05:00,313.61201611075734,317.0986971720326,301.8868167435038,302.0163269042969,28710700,0.0,0.0
2022-01-24 00:00:00-05:00,296.7066166132408,308.35213472779,287.91023106123095,307.5352478027344,38878100,0.0,0.0
2022-01-25 00:00:00-05:00,298.8085918146114,305.0646928830254,296.44758500124937,299.0078125,25108500,0.0,0.0
2022-01-26 00:00:00-05:00,305.8417135804538,306.339810879975,289.74320521175594,293.5088195800781,28348800,0.0,0.0
2022-01-27 00:00:00-05:00,296.6169495183932,300.56187171998573,293.14024000648965,293.518798828125,21629900,0.0,0.0
2022-01-28 00:00:00-05:00,294.49503776843505,300.75113853374904,291.9148974465842,300.5618591308594,21871600,0.0,0.0
2022-01-31 00:00:00-05:00,299.53581624764234,312.5959446234499,298.18100604314577,312.0679626464844,21579500,0.0,0.0
2022-02-01 00:00:00-05:00,313.362965399487,318.4435638498842,310.93224818637844,317.78607177734375,18023800,0.0,0.0
2022-02-02 00:00:00-05:00,326.57253956372614,326.75184730553406,315.6641959153554,321.7708740234375,58458300,0.0,0.0
2022-02-03 00:00:00-05:00,243.7190048528874,247.05626287115405,234.85287891884906,236.855224609375,188119900,0.0,0.0
2022-02-04 00:00:00-05:00,234.07583184278863,241.68675750614852,229.23432577939985,236.18775939941406,89342200,0.0,0.0
2022-02-07 00:00:00-05:00,236.79544470364294,237.39316752203163,223.15753869722167,224.0541229248047,88613800,0.0,0.0
2022-02-08 00:00:00-05:00,220.00958106083633,224.91085661462728,215.32745433196004,219.3421173095703,94729700,0.0,0.0
