Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-01-03 00:00:00-05:00,174.9639889246719,179.93260315691342,174.84592771937227,179.0766143798828,104487900,0.0,0.0
2022-01-04 00:00:00-05:00,179.68660349006143,179.99160489675614,176.23316366013424,176.80381774902344,99310400,0.0,0.0
2022-01-05 00:00:00-05:00,176.71529122366078,177.26626350424175,171.82538971420172,172.1008758544922,94537600,0.0,0.0
2022-01-06 00:00:00-05:00,169.91663581088895,172.47473828919735,168.8737219585049,169.22792053222656,96904000,0.0,0.0
2022-01-07 00:00:00-05:00,170.10358456089105,171.33343869618955,168.27356100705217,169.3951873779297,86709100,0.0,0.0
2022-01-10 00:00:00-05:00,166.3549934911358,169.71987264285875,165.4596560671489,169.4148712158203,106765600,0.0,0.0
2022-01-11 00:00:00-05:00,169.5427580708883,172.3566495746992,168.06693328968436,172.25827026367188,76138300,0.0,0.0
2022-01-12 00:00:00-05:00,173.28153740021668,174.3244513888946,172.00250100677792,172.7010498046875,74805200,0.0,0.0
2022-01-13 00:00:00-05:00,172.9470087303428,173.7734671157762,169.021308880232,169.4148712158203,84505800,0.0,0.0
2022-01-14 00:00:00-05:00,168.5785716579076,170.97924946347322,168.33260081738436,170.28070068359375,80440800,0.0,0.0
2022-01-18 00:00:00-05:00,168.7458170220669,169.75921560588677,166.67967112863838,167.06338500976562,90956700,0.0,0.0
2022-01-19 00:00:00-05:00,167.26014726021518,168.32274293847112,163.2655837924122,163.5509033203125,94815000,0.0,0.0
2022-01-20 00:00:00-05:00,164.28882013685183,166.94530189723943,161.53394404676334,161.85862731933594,91420500,0.0,0.0
2022-01-21 00:00:00-05:00,161.7700649271188,163.649285337479,159.68423746347776,159.79246520996094,122848900,0.0,0.0
2022-01-24 00:00:00-05:00,157.44097853613158,159.68423081265624,152.20671321566417,159.0151824951172,162294600,0.0,0.0
2022-01-25 00:00:00-05:00,156.41773971689992,160.13681684031084,154.48933714106155,157.20484924316406,115798400,0.0,0.0
2022-01-26 00:00:00-05:00,160.86494175497953,161.7405974123359,155.27649104575468,157.11634826660156,108275300,0.0,0.0
2022-01-27 00:00:00-05:00,159.83182343191297,161.19942048448502,155.72903227419678,156.6538848876953,121954600,0.0,0.0
2022-01-28 00:00:00-05:00,163.03928812749427,167.6045054755724,160.17618447475024,167.58482360839844,179935700,0.0,0.0
2022-01-31 00:00:00-05:00,167.41756867469104,172.17955975276536,166.77803558788963,171.96310424804688,115541600,0.0,0.0
2022-02-01 00:00:00-05:00,171.205516713621,172.0221416021034,169.53291821282656,171.7958526611328,86213900,0.0,0.0
2022-02-02 00:00:00-05:00,171.9336132455733,173.045406221179,170.5365007077257,173.00604248046875,84914300,0.0,0.0
2022-02-03 00:00:00-05:00,171.6679560130524,173.3996002497915,169.34599079704418,170.11341857910156,89418100,0.0,0.0
