Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-01-03 00:00:00-05:00,29.76549602429652,30.660008224026054,29.735545150472017,30.070987701416016,391547000,0.0,0.0
2022-01-04 00:00:00-05:00,30.226729994008146,30.417412851826413,28.30193165250415,29.241369247436523,527154000,0.0,0.0
2022-01-05 00:00:00-05:00,28.90093258498612,29.36715813948575,27.487285245137592,27.55816650390625,498064000,0.0,0.0
2022-01-06 00:00:00-05:00,27.594105432830812,28.390780754278314,27.020061315779476,28.13121223449707,454186000,0.0,0.0
2022-01-07 00:00:00-05:00,28.094277933052773,28.37481152274753,27.012076171656993,27.20176124572754,409939000,0.0,0.0
2022-01-10 00:00:00-05:00,26.53686513650819,27.42339121729119,25.601420627020225,27.35450553894043,594681000,0.0,0.0
2022-01-11 00:00:00-05:00,27.277635601334605,28.018404238255883,26.79443993254991,27.770814895629883,404089000,0.0,0.0
2022-01-12 00:00:00-05:00,28.02039872605383,28.547521945653298,27.562161186858624,27.952512741088867,383413000,0.0,0.0
2022-01-13 00:00:00-05:00,28.331879782801753,28.432711916840443,26.454002439892395,26.53087615966797,540171000,0.0,0.0
2022-01-14 00:00:00-05:00,26.25633399408969,27.151845991391152,26.166483266545303,26.897268295288086,395832000,0.0,0.0
2022-01-18 00:00:00-05:00,26.216398668574403,26.593771304174776,25.727212482924052,25.8599910736084,424270000,0.0,0.0
2022-01-19 00:00:00-05:00,26.0356999320055,26.49892832131284,25.010404695653143,25.025379180908203,488315000,0.0,0.0
2022-01-20 00:00:00-05:00,25.261984584455462,25.536527577241113,24.03801857125816,24.109899520874023,435181000,0.0,0.0
2022-01-21 00:00:00-05:00,23.467968404195105,24.78178327218857,23.22437406536399,23.335189819335938,718958000,0.0,0.0
2022-01-24 00:00:00-05:00,22.2929231470104,23.3411789632301,20.853318010342655,23.333192825317383,913982000,0.0,0.0
2022-01-25 00:00:00-05:00,22.508565424549584,22.904907532580342,21.96347244430527,22.28693389892578,664616000,0.0,0.0
2022-01-26 00:00:00-05:00,23.20141335709427,24.017056291710855,22.26297354808601,22.734189987182617,755959000,0.0,0.0
2022-01-27 00:00:00-05:00,23.528870251058976,23.955161337957513,21.639011692590543,21.90756607055664,573353000,0.0,0.0
2022-01-28 00:00:00-05:00,21.975451978511124,22.820048010786028,21.2606411698598,22.802078247070312,543774000,0.0,0.0
2022-01-31 00:00:00-05:00,23.14350735214405,24.468305543891137,23.01372404457991,24.445343017578125,564680000,0.0,0.0
2022-02-01 00:00:00-05:00,25.062319478076446,25.103251770657277,23.850334402918143,24.59709358215332,518925000,0.0,0.0
2022-02-02 00:00:00-05:00,25.751173949226356,25.77413457331695,24.512233297414156,25.200090408325195,543419000,0.0,0.0
2022-02-03 00:00:00-05:00,24.41739284597642,25.03536460943993,23.74051902430262,23.908239364624023,410178000,0.0,0.0
2022-02-04 00:00:00-05:00,23.932197700564682,24.59409698101315,23.592762074479225,24.278621673583984,354829000,0.0,0.0
2022-02-07 00:00:00-05:00,24.33153512640469,25.140189757444848,24.161817299723978,24.68694496154785,376868000,0.0,0.0
2022-02-08 00:00:00-05:00,24.318553961718123,25.18810805676173,23.940183536658417,25.06631088256836,410359000,0.0,0.0
2022-02-09 00:00:00-05:00,25.57945595604167,26.680625130900797,25.310903513084142,26.66065788269043,524282000,0.0,0.0
2022-02-10 00:00:00-05:00,25.95183971761828,26.880293981086723,25.5574951037571,25.7811222076416,513200000,0.0,0.0
2022-02-11 00:00:00-05:00,25.87297412376955,26.108582372962644,23.73353232397115,23.909238815307617,605472000,0.0,0.0
2022-02-14 00:00:00-05:00,23.894262067500325,24.83369969708943,23.71555841057645,24.226709365844727,440424000,0.0,0.0
2022-02-15 00:00:00-05:00,24.90757522618656,26.50092597097795,24.74285017482241,26.45100975036621,699869000,0.0,0.0
2022-02-16 00:00:00-05:00,26.215401395235045,26.537865053396988,25.50957453823777,26.466981887817383,732676000,0.0,0.0
2022-02-17 00:00:00-05:00,25.587443159331453,25.742186483134226,24.124877394367978,24.46630859375,810595000,0.0,0.0
2022-02-18 00:00:00-05:00,24.627044538271853,24.944517374991335,23.0616489021975,23.60274887084961,761255000,0.0,0.0
2022-02-22 00:00:00-05:00,22.996755622879142,24.02404653900584,22.961813884519863,23.351165771484375,633422000,0.0,0.0
2022-02-23 00:00:00-05:00,23.762480228980326,24.114894762773204,22.263972973204215,22.349828720092773,566511000,0.0,0.0
2022-02-24 00:00:00-05:00,20.980108267680137,23.760484190648757,20.855315804695255,23.70857048034668,735801000,0.0,0.0
2022-02-25 00:00:00-05:00,23.681618703745617,24.17679362222311,23.342183024604388,24.116893768310547,528866000,0.0,0.0
